생산일,제품코드,제품명,생산수량,제품LOT,소비기한,상태,채널
2026-05-05,PR035,,7,PRD-20260505-PR035-1802,2026-05-08,완료,coupang
2026-05-05,PR036,,16,PRD-20260505-PR036-1802,2026-05-08,완료,coupang
2026-05-05,PR038,,21,PRD-20260505-PR038-1802,2026-08-03,완료,coupang
2026-05-05,PR039,,6,PRD-20260505-PR039-1802,2026-05-08,완료,coupang
2026-05-05,PR040,,364,PRD-20260505-PR040-1802,2026-08-03,완료,coupang
2026-05-05,PR041,,500,PRD-20260505-PR041-4397,2026-05-10,완료,bmart
2026-05-05,PR041,,24,PRD-20260505-PR041-6496,2026-05-10,완료,oasis_paste
2026-05-05,PR041,,48,PRD-20260505-PR041-1802,2026-05-10,완료,coupang
2026-05-05,PR043,,7,PRD-20260505-PR043-1802,2026-08-03,완료,coupang
2026-05-05,PR044,,12,PRD-20260505-PR044-1802,2026-05-08,완료,coupang
2026-05-05,PR045,,12,PRD-20260505-PR045-1802,2026-05-08,완료,coupang
2026-05-05,PR046,,70,PRD-20260505-PR046-1802,2026-05-08,완료,coupang
2026-05-05,PR047,,220,PRD-20260505-PR047-4397,2026-08-03,완료,bmart
2026-05-05,PR047,,96,PRD-20260505-PR047-1802,2026-08-03,완료,coupang
2026-05-05,PR057,,287,PRD-20260505-PR057-1802,2026-05-08,완료,coupang
2026-05-05,PR058,,360,PRD-20260505-PR058-4397,2026-08-03,완료,bmart
2026-05-05,PR058,,36,PRD-20260505-PR058-1802,2026-08-03,완료,coupang
2026-05-05,PR059,,7,PRD-20260505-PR059-1802,2026-05-08,완료,coupang
2026-05-05,PR060,,7,PRD-20260505-PR060-1802,2026-05-08,완료,coupang
2026-05-05,PR061,,7,PRD-20260505-PR061-1802,2026-05-08,완료,coupang
2026-05-05,PR062,,7,PRD-20260505-PR062-1802,2026-05-08,완료,coupang
2026-05-05,PR063,,7,PRD-20260505-PR063-1802,2026-05-08,완료,coupang
2026-05-05,PR065,,7,PRD-20260505-PR065-1802,2026-08-03,완료,coupang
2026-05-05,PR065,,7,PRD-20260505-PR065-1802,2026-08-03,완료,coupang
2026-05-05,PR066,,7,PRD-20260505-PR066-1802,2026-05-08,완료,coupang
2026-05-05,PR067,,36,PRD-20260505-PR067-1802,2026-05-08,완료,coupang
2026-05-05,PR068,,7,PRD-20260505-PR068-1802,2026-05-08,완료,coupang
2026-05-05,PR069,,12,PRD-20260505-PR069-1802,2026-05-08,완료,coupang
2026-05-05,PR070,,8,PRD-20260505-PR070-1802,2026-05-08,완료,coupang
2026-05-05,PR071,,32,PRD-20260505-PR071-6496,2026-05-10,완료,oasis_paste
2026-05-05,PR071,,7,PRD-20260505-PR071-1802,2026-05-10,완료,coupang
2026-05-05,PR072,,17,PRD-20260505-PR072-6496,2026-05-10,완료,oasis_paste
2026-05-05,PR072,,4,PRD-20260505-PR072-1802,2026-05-10,완료,coupang
2026-05-05,PR073,,8,PRD-20260505-PR073-1802,2026-05-08,완료,coupang
2026-05-05,PR074,,16,PRD-20260505-PR074-1802,2026-08-03,완료,coupang
2026-05-05,PR075,,180,PRD-20260505-PR075-4397,2026-12-10,완료,bmart
2026-05-05,PR075,,24,PRD-20260505-PR075-1802,2026-05-09,완료,coupang
2026-05-05,PR077,,5,PRD-20260505-PR077-1802,2026-05-08,완료,coupang
2026-05-05,PR078,,34,PRD-20260505-PR078-6496,2026-05-10,완료,oasis_paste
2026-05-05,PR078,,7,PRD-20260505-PR078-1802,2026-05-10,완료,coupang
2026-05-05,PR079,,63,PRD-20260505-PR079-1802,2026-05-08,완료,coupang
2026-05-05,PR079,,48,PRD-20260505-PR079-1802,2026-05-08,완료,coupang
2026-05-05,PR080,,36,PRD-20260505-PR080-1802,2026-08-03,완료,coupang
2026-05-05,PR081,,16,PRD-20260505-PR081-1802,2026-05-08,완료,coupang
2026-05-05,PR082,,5,PRD-20260505-PR082-1802,2026-05-08,완료,coupang
2026-05-05,PR083,,220,PRD-20260505-PR083-4397,2026-08-03,완료,bmart
2026-05-05,PR083,,16,PRD-20260505-PR083-1802,2026-08-03,완료,coupang
2026-05-05,PR084,,2,PRD-20260505-PR084-6496,2026-05-10,완료,oasis_paste
2026-05-05,PR084,,24,PRD-20260505-PR084-1802,2026-05-10,완료,coupang
2026-05-05,PR085,,7,PRD-20260505-PR085-1802,2026-05-08,완료,coupang
2026-05-05,PR086,,7,PRD-20260505-PR086-1802,2026-05-08,완료,coupang
2026-05-05,PR087,,5,PRD-20260505-PR087-1802,2026-05-08,완료,coupang
2026-05-05,PR088,,8,PRD-20260505-PR088-1802,2026-05-08,완료,coupang
2026-05-05,PR089,,40,PRD-20260505-PR089-1802,2026-05-08,완료,coupang
2026-05-05,PR090,,6,PRD-20260505-PR090-1802,2026-05-08,완료,coupang
2026-05-05,PR091,,8,PRD-20260505-PR091-1802,2026-05-08,완료,coupang
2026-05-05,PR092,,96,PRD-20260505-PR092-1802,2026-08-03,완료,coupang
2026-05-05,PR093,,8,PRD-20260505-PR093-1802,2026-05-08,완료,coupang
2026-05-05,PR094,,8,PRD-20260505-PR094-1802,2026-05-08,완료,coupang
2026-05-05,PR095,,8,PRD-20260505-PR095-1802,2026-05-08,완료,coupang
2026-05-05,PR096,,20,PRD-20260505-PR096-1802,2026-05-08,완료,coupang
2026-05-05,PR097,,10,PRD-20260505-PR097-1802,2026-05-08,완료,coupang
2026-05-05,PR098,,60,PRD-20260505-PR098-4397,2026-12-01,완료,bmart
2026-05-05,PR098,,10,PRD-20260505-PR098-1802,2026-05-08,완료,coupang
2026-05-05,PR099,,10,PRD-20260505-PR099-1802,2026-05-08,완료,coupang
2026-05-05,PR100,,10,PRD-20260505-PR100-1802,2026-05-08,완료,coupang
2026-05-05,PR106,,40,PRD-20260505-PR106-1802,2026-05-08,완료,coupang
2026-05-05,PR108,,10,PRD-20260505-PR108-1802,2026-05-08,완료,coupang
2026-05-05,PR109,,10,PRD-20260505-PR109-1802,2026-05-08,완료,coupang
2026-05-05,PR110,,10,PRD-20260505-PR110-1802,2026-05-08,완료,coupang
2026-05-05,PR111,,10,PRD-20260505-PR111-1802,2026-05-08,완료,coupang
2026-05-05,PR112,,70,PRD-20260505-PR112-1802,2026-05-08,완료,coupang
2026-05-05,PR113,,20,PRD-20260505-PR113-1802,2026-05-08,완료,coupang
2026-05-05,PR114,,130,PRD-20260505-PR114-1802,2026-05-08,완료,coupang
2026-05-05,PR115,,10,PRD-20260505-PR115-1802,2026-05-12,완료,coupang
2026-05-05,PR116,,20,PRD-20260505-PR116-1802,2026-05-08,완료,coupang
2026-05-05,PR117,,80,PRD-20260505-PR117-4397,2026-12-01,완료,bmart
2026-05-05,PR117,,40,PRD-20260505-PR117-1802,2026-05-08,완료,coupang
2026-05-05,PR118,,60,PRD-20260505-PR118-1802,2026-05-08,완료,coupang
2026-05-05,PR119,,20,PRD-20260505-PR119-1802,2026-05-08,완료,coupang
2026-05-05,PR120,,40,PRD-20260505-PR120-1802,2026-05-08,완료,coupang
2026-05-05,PR122,,10,PRD-20260505-PR122-1802,2026-05-08,완료,coupang
2026-05-05,PR123,,20,PRD-20260505-PR123-1802,2026-05-08,완료,coupang
2026-05-05,PR124,,10,PRD-20260505-PR124-1802,2026-05-08,완료,coupang
2026-05-05,PR125,,10,PRD-20260505-PR125-1802,2026-05-08,완료,coupang
2026-05-05,PR127,,6,PRD-20260505-PR127-1802,2026-05-08,완료,coupang
2026-05-05,PR128,,60,PRD-20260505-PR128-1802,2026-05-08,완료,coupang
2026-05-05,PR129,,10,PRD-20260505-PR129-1802,2026-05-08,완료,coupang
2026-05-05,PR140,,40,PRD-20260505-PR140-4397,2026-08-07,완료,bmart
2026-05-05,PR140,,5,PRD-20260505-PR140-6496,2026-08-07,완료,oasis_paste
2026-05-05,PR141,,140,PRD-20260505-PR141-1802,2026-06-05,완료,coupang
2026-05-05,PR145,,80,PRD-20260505-PR145-4397,2026-07-04,완료,bmart
2026-05-05,PR147,,6,PRD-20260505-PR147-6496,2026-08-07,완료,oasis_paste
2026-05-05,PR149,,9,PRD-20260505-PR149-6496,2026-08-07,완료,oasis_paste
2026-05-05,PR150,,440,PRD-20260505-PR150-4397,2026-12-07,완료,bmart
2026-05-05,PR150,,4,PRD-20260505-PR150-1802,2026-05-08,완료,coupang
2026-05-05,PR153,,6,PRD-20260505-PR153-1802,2026-05-08,완료,coupang
2026-05-05,PR154,,180,PRD-20260505-PR154-4397,2026-08-03,완료,bmart
2026-05-05,PR154,,7,PRD-20260505-PR154-1802,2026-08-03,완료,coupang
2026-05-05,PR155,,6,PRD-20260505-PR155-1802,2026-05-08,완료,coupang
2026-05-05,PR156,,20,PRD-20260505-PR156-1802,2026-06-05,완료,coupang
2026-05-05,PR159,,3,PRD-20260505-PR159-1802,2026-05-09,완료,coupang
2026-05-05,PR160,,3,PRD-20260505-PR160-1802,2026-05-08,완료,coupang
2026-05-05,PR161,,15,PRD-20260505-PR161-1802,2026-05-08,완료,coupang
2026-05-05,PR162,,20,PRD-20260505-PR162-1802,2026-06-05,완료,coupang
2026-05-05,PR165,,10,PRD-20260505-PR165-1802,2026-05-08,완료,coupang
2026-05-05,PR170,,10,PRD-20260505-PR170-1802,2026-05-08,완료,coupang
2026-05-05,PR171,,60,PRD-20260505-PR171-1802,2026-05-08,완료,coupang
2026-05-05,PR172,,10,PRD-20260505-PR172-1802,2026-05-08,완료,coupang
2026-05-05,PR173,,10,PRD-20260505-PR173-1802,2026-05-08,완료,coupang
2026-05-05,PR174,,10,PRD-20260505-PR174-1802,2026-05-08,완료,coupang
2026-05-05,PR176,,3,PRD-20260505-PR176-1802,2026-05-08,완료,coupang
2026-05-05,PR177,,6,PRD-20260505-PR177-1802,2026-05-08,완료,coupang
2026-05-05,PR178,,6,PRD-20260505-PR178-1802,2026-05-08,완료,coupang
2026-05-05,PR179,,6,PRD-20260505-PR179-1802,2026-05-11,완료,coupang
2026-05-05,PR180,,6,PRD-20260505-PR180-1802,2026-05-11,완료,coupang
2026-05-05,PR181,,6,PRD-20260505-PR181-1802,2026-05-11,완료,coupang
2026-05-05,PR182,,8,PRD-20260505-PR182-1802,2026-05-11,완료,coupang
2026-05-05,PR183,,8,PRD-20260505-PR183-1802,2026-05-11,완료,coupang
2026-05-05,PR184,,40,PRD-20260505-PR184-1802,2026-06-05,완료,coupang
2026-05-05,PR186,,10,PRD-20260505-PR186-1802,2026-05-08,완료,coupang
2026-05-05,PR188,,7,PRD-20260505-PR188-1802,2026-05-08,완료,coupang
2026-05-05,PR189,,7,PRD-20260505-PR189-1802,2026-05-08,완료,coupang
2026-05-05,PR193,,6,PRD-20260505-PR193-1802,2026-05-08,완료,coupang
2026-05-05,PR195,,220,PRD-20260505-PR195-1802,2026-06-05,완료,coupang
2026-05-05,PR196,,60,PRD-20260505-PR196-1802,2026-05-08,완료,coupang
2026-05-05,PR197,,60,PRD-20260505-PR197-1802,2026-05-08,완료,coupang
2026-05-05,PR198,,40,PRD-20260505-PR198-1802,2026-05-08,완료,coupang
2026-05-05,PR199,,40,PRD-20260505-PR199-1802,2026-05-08,완료,coupang
2026-05-05,PR200,,40,PRD-20260505-PR200-1802,2026-05-08,완료,coupang
2026-05-05,PR202,,128,PRD-20260505-PR202-1802,2026-06-05,완료,coupang
2026-05-05,PR203,,32,PRD-20260505-PR203-1802,2026-06-05,완료,coupang
2026-05-05,PR206,,100,PRD-20260505-PR206-1802,2026-06-05,완료,coupang
2026-05-05,PR209,,80,PRD-20260505-PR209-1802,2026-06-05,완료,coupang
2026-05-05,PR211,,20,PRD-20260505-PR211-1802,2026-06-05,완료,coupang
2026-05-05,PR221,,6,PRD-20260505-PR221-6496,2026-08-07,완료,oasis_paste
2026-05-05,PR222,,7,PRD-20260505-PR222-6496,2026-08-07,완료,oasis_paste
2026-05-05,PR223,,1,PRD-20260505-PR223-6496,2026-08-07,완료,oasis_paste
2026-05-05,PR224,,12,PRD-20260505-PR224-6496,2026-08-07,완료,oasis_paste
2026-05-05,PR225,,80,PRD-20260505-PR225-4397,2026-07-07,완료,bmart
2026-05-05,PR227,,80,PRD-20260505-PR227-4397,2026-07-04,완료,bmart
2026-05-05,PR230,,20,PRD-20260505-PR230-1802,2026-06-05,완료,coupang
2026-05-04,PD186,"통밀 발효종 베이글, 1개입, 120g",10,PRD-20260504-PD186-1040,2027-05-04,완료,coupang
2026-05-04,PD192,"아몬드토끼쿠키, 1개, 180g",7,PRD-20260504-PD192-1040,2026-05-07,완료,coupang
2026-05-04,PR001,,6,PRD-20260504-PR001-1040,2026-05-07,완료,coupang
2026-05-04,PR002,,3,PRD-20260504-PR002-1040,2026-05-07,완료,coupang
2026-05-04,PR003,,4,PRD-20260504-PR003-1040,2026-05-07,완료,coupang
2026-05-04,PR004,,10,PRD-20260504-PR004-1040,2026-05-07,완료,coupang
2026-05-04,PR004,,6,PRD-20260504-PR004-1040,2026-05-07,완료,coupang
2026-05-04,PR005,,1,PRD-20260504-PR005-6807,2026-05-09,완료,oasis_paste
2026-05-04,PR005,,4,PRD-20260504-PR005-1040,2026-05-09,완료,coupang
2026-05-04,PR007,,1,PRD-20260504-PR007-6807,2026-08-11,완료,oasis_paste
2026-05-04,PR008,,15,PRD-20260504-PR008-1040,2026-05-07,완료,coupang
2026-05-04,PR011,,6,PRD-20260504-PR011-1040,2026-05-07,완료,coupang
2026-05-04,PR012,,6,PRD-20260504-PR012-1040,2026-05-07,완료,coupang
2026-05-04,PR013,,8,PRD-20260504-PR013-1040,2026-05-08,완료,coupang
2026-05-04,PR014,,14,PRD-20260504-PR014-1040,2026-08-02,완료,coupang
2026-05-04,PR015,,7,PRD-20260504-PR015-1040,2026-05-07,완료,coupang
2026-05-04,PR016,,12,PRD-20260504-PR016-1040,2026-05-08,완료,coupang
2026-05-04,PR017,,12,PRD-20260504-PR017-1040,2026-05-08,완료,coupang
2026-05-04,PR017,,12,PRD-20260504-PR017-1040,2026-05-08,완료,coupang
2026-05-04,PR018,,8,PRD-20260504-PR018-1040,2026-05-08,완료,coupang
2026-05-04,PR020,,23,PRD-20260504-PR020-6807,2026-08-02,완료,oasis_paste
2026-05-04,PR020,,28,PRD-20260504-PR020-1040,2026-08-02,완료,coupang
2026-05-04,PR021,,3,PRD-20260504-PR021-1040,2026-05-07,완료,coupang
2026-05-04,PR022,,1,PRD-20260504-PR022-6807,2026-05-09,완료,oasis_paste
2026-05-04,PR022,,12,PRD-20260504-PR022-1040,2026-05-09,완료,coupang
2026-05-04,PR024,,7,PRD-20260504-PR024-1040,2026-05-07,완료,coupang
2026-05-04,PR025,,7,PRD-20260504-PR025-1040,2026-05-07,완료,coupang
2026-05-04,PR026,,12,PRD-20260504-PR026-1040,2026-05-07,완료,coupang
2026-05-04,PR027,,2,PRD-20260504-PR027-6807,2026-05-09,완료,oasis_paste
2026-05-04,PR028,,6,PRD-20260504-PR028-1040,2026-05-07,완료,coupang
2026-05-04,PR029,,11,PRD-20260504-PR029-6807,2026-05-09,완료,oasis_paste
2026-05-04,PR029,,6,PRD-20260504-PR029-1040,2026-05-09,완료,coupang
2026-05-04,PR030,,7,PRD-20260504-PR030-1040,2026-05-07,완료,coupang
2026-05-04,PR031,,1,PRD-20260504-PR031-6807,2026-08-02,완료,oasis_paste
2026-05-04,PR031,,48,PRD-20260504-PR031-1040,2026-08-02,완료,coupang
2026-05-04,PR031,,36,PRD-20260504-PR031-1040,2026-08-02,완료,coupang
2026-05-04,PR031,,12,PRD-20260504-PR031-1040,2026-08-02,완료,coupang
2026-05-04,PR032,,7,PRD-20260504-PR032-1040,2026-05-07,완료,coupang
2026-05-04,PR033,,7,PRD-20260504-PR033-1040,2026-05-07,완료,coupang
2026-05-04,PR034,,12,PRD-20260504-PR034-1040,2026-08-02,완료,coupang
2026-05-04,PR035,,7,PRD-20260504-PR035-1040,2026-05-07,완료,coupang
2026-05-04,PR036,,8,PRD-20260504-PR036-1040,2026-05-07,완료,coupang
2026-05-04,PR038,,21,PRD-20260504-PR038-1040,2026-08-02,완료,coupang
2026-05-04,PR039,,6,PRD-20260504-PR039-1040,2026-05-07,완료,coupang
2026-05-04,PR040,,441,PRD-20260504-PR040-1040,2026-08-02,완료,coupang
2026-05-04,PR041,,45,PRD-20260504-PR041-6807,2026-05-09,완료,oasis_paste
2026-05-04,PR041,,48,PRD-20260504-PR041-1040,2026-05-09,완료,coupang
2026-05-04,PR043,,7,PRD-20260504-PR043-1040,2026-08-02,완료,coupang
2026-05-04,PR044,,12,PRD-20260504-PR044-1040,2026-05-07,완료,coupang
2026-05-04,PR045,,12,PRD-20260504-PR045-1040,2026-05-07,완료,coupang
2026-05-04,PR046,,70,PRD-20260504-PR046-1040,2026-05-07,완료,coupang
2026-05-04,PR047,,120,PRD-20260504-PR047-1040,2026-08-02,완료,coupang
2026-05-04,PR057,,245,PRD-20260504-PR057-1040,2026-05-07,완료,coupang
2026-05-04,PR058,,24,PRD-20260504-PR058-1040,2026-08-02,완료,coupang
2026-05-04,PR059,,7,PRD-20260504-PR059-1040,2026-05-07,완료,coupang
2026-05-04,PR060,,7,PRD-20260504-PR060-1040,2026-05-07,완료,coupang
2026-05-04,PR061,,7,PRD-20260504-PR061-1040,2026-05-07,완료,coupang
2026-05-04,PR062,,7,PRD-20260504-PR062-1040,2026-05-07,완료,coupang
2026-05-04,PR063,,7,PRD-20260504-PR063-1040,2026-05-07,완료,coupang
2026-05-04,PR065,,7,PRD-20260504-PR065-1040,2026-08-02,완료,coupang
2026-05-04,PR065,,7,PRD-20260504-PR065-1040,2026-08-02,완료,coupang
2026-05-04,PR066,,7,PRD-20260504-PR066-1040,2026-05-07,완료,coupang
2026-05-04,PR067,,36,PRD-20260504-PR067-1040,2026-05-07,완료,coupang
2026-05-04,PR068,,7,PRD-20260504-PR068-1040,2026-05-07,완료,coupang
2026-05-04,PR069,,12,PRD-20260504-PR069-1040,2026-05-07,완료,coupang
2026-05-04,PR070,,8,PRD-20260504-PR070-1040,2026-05-07,완료,coupang
2026-05-04,PR071,,92,PRD-20260504-PR071-6807,2026-05-09,완료,oasis_paste
2026-05-04,PR071,,7,PRD-20260504-PR071-1040,2026-05-09,완료,coupang
2026-05-04,PR072,,29,PRD-20260504-PR072-6807,2026-05-09,완료,oasis_paste
2026-05-04,PR072,,4,PRD-20260504-PR072-1040,2026-05-09,완료,coupang
2026-05-04,PR073,,4,PRD-20260504-PR073-1040,2026-05-07,완료,coupang
2026-05-04,PR074,,8,PRD-20260504-PR074-1040,2026-08-02,완료,coupang
2026-05-04,PR075,,16,PRD-20260504-PR075-1040,2026-05-08,완료,coupang
2026-05-04,PR077,,5,PRD-20260504-PR077-1040,2026-05-07,완료,coupang
2026-05-04,PR078,,46,PRD-20260504-PR078-6807,2026-05-09,완료,oasis_paste
2026-05-04,PR078,,7,PRD-20260504-PR078-1040,2026-05-09,완료,coupang
2026-05-04,PR079,,48,PRD-20260504-PR079-1040,2026-05-07,완료,coupang
2026-05-04,PR079,,63,PRD-20260504-PR079-1040,2026-05-07,완료,coupang
2026-05-04,PR080,,24,PRD-20260504-PR080-1040,2026-08-02,완료,coupang
2026-05-04,PR081,,16,PRD-20260504-PR081-1040,2026-05-07,완료,coupang
2026-05-04,PR082,,5,PRD-20260504-PR082-1040,2026-05-07,완료,coupang
2026-05-04,PR083,,8,PRD-20260504-PR083-1040,2026-08-02,완료,coupang
2026-05-04,PR084,,2,PRD-20260504-PR084-6807,2026-05-09,완료,oasis_paste
2026-05-04,PR084,,24,PRD-20260504-PR084-1040,2026-05-09,완료,coupang
2026-05-04,PR085,,7,PRD-20260504-PR085-1040,2026-05-07,완료,coupang
2026-05-04,PR086,,7,PRD-20260504-PR086-1040,2026-05-07,완료,coupang
2026-05-04,PR087,,5,PRD-20260504-PR087-1040,2026-05-07,완료,coupang
2026-05-04,PR088,,8,PRD-20260504-PR088-1040,2026-05-07,완료,coupang
2026-05-04,PR089,,24,PRD-20260504-PR089-1040,2026-05-07,완료,coupang
2026-05-04,PR090,,6,PRD-20260504-PR090-1040,2026-05-07,완료,coupang
2026-05-04,PR091,,8,PRD-20260504-PR091-1040,2026-05-07,완료,coupang
2026-05-04,PR092,,96,PRD-20260504-PR092-1040,2026-08-02,완료,coupang
2026-05-04,PR093,,8,PRD-20260504-PR093-1040,2026-05-07,완료,coupang
2026-05-04,PR094,,8,PRD-20260504-PR094-1040,2026-05-07,완료,coupang
2026-05-04,PR095,,16,PRD-20260504-PR095-1040,2026-05-07,완료,coupang
2026-05-04,PR096,,10,PRD-20260504-PR096-1040,2026-05-07,완료,coupang
2026-05-04,PR097,,10,PRD-20260504-PR097-1040,2026-05-07,완료,coupang
2026-05-04,PR098,,10,PRD-20260504-PR098-1040,2026-05-07,완료,coupang
2026-05-04,PR099,,10,PRD-20260504-PR099-1040,2026-05-07,완료,coupang
2026-05-04,PR100,,10,PRD-20260504-PR100-1040,2026-05-07,완료,coupang
2026-05-04,PR106,,40,PRD-20260504-PR106-1040,2026-05-07,완료,coupang
2026-05-04,PR108,,10,PRD-20260504-PR108-1040,2026-05-07,완료,coupang
2026-05-04,PR109,,10,PRD-20260504-PR109-1040,2026-05-07,완료,coupang
2026-05-04,PR110,,10,PRD-20260504-PR110-1040,2026-05-07,완료,coupang
2026-05-04,PR111,,20,PRD-20260504-PR111-1040,2026-05-07,완료,coupang
2026-05-04,PR112,,90,PRD-20260504-PR112-1040,2026-05-07,완료,coupang
2026-05-04,PR113,,20,PRD-20260504-PR113-1040,2026-05-07,완료,coupang
2026-05-04,PR114,,120,PRD-20260504-PR114-1040,2026-05-07,완료,coupang
2026-05-04,PR115,,10,PRD-20260504-PR115-1040,2026-05-11,완료,coupang
2026-05-04,PR116,,10,PRD-20260504-PR116-1040,2026-05-07,완료,coupang
2026-05-04,PR117,,40,PRD-20260504-PR117-1040,2026-05-07,완료,coupang
2026-05-04,PR118,,45,PRD-20260504-PR118-1040,2026-05-07,완료,coupang
2026-05-04,PR119,,20,PRD-20260504-PR119-1040,2026-05-07,완료,coupang
2026-05-04,PR120,,40,PRD-20260504-PR120-1040,2026-05-07,완료,coupang
2026-05-04,PR122,,10,PRD-20260504-PR122-1040,2026-05-07,완료,coupang
2026-05-04,PR123,,20,PRD-20260504-PR123-1040,2026-05-07,완료,coupang
2026-05-04,PR124,,10,PRD-20260504-PR124-1040,2026-05-07,완료,coupang
2026-05-04,PR125,,10,PRD-20260504-PR125-1040,2026-05-07,완료,coupang
2026-05-04,PR127,,6,PRD-20260504-PR127-1040,2026-05-07,완료,coupang
2026-05-04,PR128,,50,PRD-20260504-PR128-1040,2026-05-07,완료,coupang
2026-05-04,PR129,,10,PRD-20260504-PR129-1040,2026-05-07,완료,coupang
2026-05-04,PR140,,22,PRD-20260504-PR140-6807,2026-08-06,완료,oasis_paste
2026-05-04,PR141,,60,PRD-20260504-PR141-1040,2026-06-04,완료,coupang
2026-05-04,PR147,,7,PRD-20260504-PR147-6807,2026-08-06,완료,oasis_paste
2026-05-04,PR149,,8,PRD-20260504-PR149-6807,2026-08-06,완료,oasis_paste
2026-05-04,PR150,,4,PRD-20260504-PR150-1040,2026-05-07,완료,coupang
2026-05-04,PR153,,6,PRD-20260504-PR153-1040,2026-05-07,완료,coupang
2026-05-04,PR154,,7,PRD-20260504-PR154-1040,2026-08-02,완료,coupang
2026-05-04,PR155,,6,PRD-20260504-PR155-1040,2026-05-07,완료,coupang
2026-05-04,PR159,,3,PRD-20260504-PR159-1040,2026-05-08,완료,coupang
2026-05-04,PR160,,3,PRD-20260504-PR160-1040,2026-05-07,완료,coupang
2026-05-04,PR161,,10,PRD-20260504-PR161-1040,2026-05-07,완료,coupang
2026-05-04,PR165,,10,PRD-20260504-PR165-1040,2026-05-07,완료,coupang
2026-05-04,PR170,,10,PRD-20260504-PR170-1040,2026-05-07,완료,coupang
2026-05-04,PR171,,60,PRD-20260504-PR171-1040,2026-05-07,완료,coupang
2026-05-04,PR172,,10,PRD-20260504-PR172-1040,2026-05-07,완료,coupang
2026-05-04,PR173,,10,PRD-20260504-PR173-1040,2026-05-07,완료,coupang
2026-05-04,PR174,,10,PRD-20260504-PR174-1040,2026-05-07,완료,coupang
2026-05-04,PR176,,3,PRD-20260504-PR176-1040,2026-05-07,완료,coupang
2026-05-04,PR177,,6,PRD-20260504-PR177-1040,2026-05-07,완료,coupang
2026-05-04,PR178,,6,PRD-20260504-PR178-1040,2026-05-07,완료,coupang
2026-05-04,PR184,,20,PRD-20260504-PR184-1040,2026-06-04,완료,coupang
2026-05-04,PR186,,10,PRD-20260504-PR186-1040,2026-05-07,완료,coupang
2026-05-04,PR188,,7,PRD-20260504-PR188-1040,2026-05-07,완료,coupang
2026-05-04,PR189,,7,PRD-20260504-PR189-1040,2026-05-07,완료,coupang
2026-05-04,PR193,,6,PRD-20260504-PR193-1040,2026-05-07,완료,coupang
2026-05-04,PR195,,180,PRD-20260504-PR195-1040,2026-06-04,완료,coupang
2026-05-04,PR196,,60,PRD-20260504-PR196-1040,2026-05-07,완료,coupang
2026-05-04,PR197,,60,PRD-20260504-PR197-1040,2026-05-07,완료,coupang
2026-05-04,PR198,,40,PRD-20260504-PR198-1040,2026-05-07,완료,coupang
2026-05-04,PR199,,40,PRD-20260504-PR199-1040,2026-05-07,완료,coupang
2026-05-04,PR200,,40,PRD-20260504-PR200-1040,2026-05-07,완료,coupang
2026-05-04,PR202,,128,PRD-20260504-PR202-1040,2026-06-04,완료,coupang
2026-05-04,PR206,,60,PRD-20260504-PR206-1040,2026-06-04,완료,coupang
2026-05-04,PR209,,20,PRD-20260504-PR209-1040,2026-06-04,완료,coupang
2026-05-04,PR224,,8,PRD-20260504-PR224-6807,2026-08-06,완료,oasis_paste
2026-05-04,PR233,,20,PRD-20260504-PR233-1040,2026-06-04,완료,coupang
2026-05-03,PD186,"통밀 발효종 베이글, 1개입, 120g",10,PRD-20260503-PD186-3201,2027-05-03,완료,coupang
2026-05-03,PD192,"아몬드토끼쿠키, 1개, 180g",7,PRD-20260503-PD192-3201,2026-05-06,완료,coupang
2026-05-03,PR001,,6,PRD-20260503-PR001-3201,2026-05-06,완료,coupang
2026-05-03,PR002,,3,PRD-20260503-PR002-3201,2026-05-06,완료,coupang
2026-05-03,PR003,,4,PRD-20260503-PR003-3201,2026-05-06,완료,coupang
2026-05-03,PR004,,10,PRD-20260503-PR004-3201,2026-05-06,완료,coupang
2026-05-03,PR004,,6,PRD-20260503-PR004-3201,2026-05-06,완료,coupang
2026-05-03,PR005,,8,PRD-20260503-PR005-3201,2026-05-08,완료,coupang
2026-05-03,PR008,,15,PRD-20260503-PR008-3201,2026-05-06,완료,coupang
2026-05-03,PR011,,6,PRD-20260503-PR011-3201,2026-05-06,완료,coupang
2026-05-03,PR012,,6,PRD-20260503-PR012-3201,2026-05-06,완료,coupang
2026-05-03,PR013,,8,PRD-20260503-PR013-3201,2026-05-07,완료,coupang
2026-05-03,PR014,,14,PRD-20260503-PR014-3201,2026-08-01,완료,coupang
2026-05-03,PR015,,7,PRD-20260503-PR015-3201,2026-05-06,완료,coupang
2026-05-03,PR016,,12,PRD-20260503-PR016-3201,2026-05-07,완료,coupang
2026-05-03,PR017,,12,PRD-20260503-PR017-3201,2026-05-07,완료,coupang
2026-05-03,PR017,,12,PRD-20260503-PR017-3201,2026-05-07,완료,coupang
2026-05-03,PR018,,4,PRD-20260503-PR018-3201,2026-05-07,완료,coupang
2026-05-03,PR020,,24,PRD-20260503-PR020-3201,2026-08-01,완료,coupang
2026-05-03,PR021,,3,PRD-20260503-PR021-3201,2026-05-06,완료,coupang
2026-05-03,PR022,,6,PRD-20260503-PR022-3201,2026-05-08,완료,coupang
